D12_1	ARRIVED	False	2020-03-09 09:34:49.916785	
D12_2	ARRIVED	False	2020-03-09 09:34:50.093331	
D12_1	ARRIVED	False	2020-03-09 10:54:46.953881	
D12_2	ARRIVED	False	2020-03-09 10:54:47.148853	
D12_2	ARRIVED	True	2020-03-11 09:49:15.026922	
D12_1	ARRIVED	False	2020-03-11 10:10:25.524878	
D12_1	DEPARTED	False	2020-03-11 10:16:52.622807	
D12_2	ARRIVED	False	2020-03-11 10:41:53.901033	
D12_1	ARRIVED	False	2020-03-11 10:44:40.280078	
D12_2	DEPARTED	False	2020-03-11 10:45:27.495738	
D12_1	DEPARTED	False	2020-03-11 10:48:16.233486	
D12_2	ARRIVED	False	2020-03-11 11:00:05.992303	
D12_2	DEPARTED	False	2020-03-11 11:03:08.019757	
D12_1	ARRIVED	False	2020-03-11 11:09:17.264438	
D12_1	ARRIVED	True	2020-05-04 12:50:46.042901	
D12_2	ARRIVED	True	2020-05-04 12:50:46.240082	
D12_1	ARRIVED	True	2020-05-04 12:53:09.391857	
D12_2	ARRIVED	True	2020-05-04 12:53:09.575203	
D12_1	ARRIVED	True	2020-05-04 13:04:53.072376	
D12_2	ARRIVED	True	2020-05-04 13:04:53.247295	
D12_2	ARRIVED	True	2020-05-15 15:23:50.381904	
D12_1	ARRIVED	True	2020-05-15 15:23:50.540850	
D12_1	ARRIVED	True	2020-05-15 15:32:22.528585	
D12_2	ARRIVED	True	2020-05-15 15:32:22.688081	
D12_1	ARRIVED	True	2020-05-15 15:36:36.018352	
D12_2	ARRIVED	True	2020-05-15 15:36:36.186557	
D12_2	ARRIVED	True	2020-05-19 08:43:28.457042	
D12_1	ARRIVED	True	2020-05-19 08:43:28.618909	
D12_2	ARRIVED	True	2020-05-19 08:45:42.123175	
D12_1	ARRIVED	True	2020-05-19 08:45:42.308274	
D12_2	ARRIVED	True	2020-05-21 11:08:25.889597	
D12_2	DEPARTED	False	2020-05-21 11:09:06.938012	
D12_1	ARRIVED	False	2020-05-21 11:31:23.744849	
D12_1	DEPARTED	False	2020-05-21 11:35:05.382342	
D12_2	ARRIVED	False	2020-05-21 12:18:25.140761	
D12_1	ARRIVED	False	2020-05-21 12:23:38.010184	
D12_1	DEPARTED	False	2020-05-21 12:27:17.956496	
D12_2	DEPARTED	False	2020-05-21 12:27:28.793584	
D12_1	ARRIVED	False	2020-05-21 13:21:57.084299	
D12_2	ARRIVED	False	2020-05-21 13:31:50.436069	
