D12_1	DEPARTED	False	2020-05-21 13:58:19.253879	
D12_1	ARRIVED	True	2020-05-29 14:24:04.668162	
D12_2	ARRIVED	True	2020-05-29 16:54:51.671376	
D12_2	ARRIVED	True	2020-05-29 17:00:07.091436	
D12_2	ARRIVED	True	2020-05-29 17:10:58.044793	
D12_1	ARRIVED	True	2020-06-12 14:29:17.128075	
D12_2	ARRIVED	True	2020-06-12 14:29:17.605406	
D12_1	ARRIVED	True	2020-06-12 14:40:58.194366	
D12_1	ARRIVED	True	2020-06-12 14:45:19.233704	
D12_2	ARRIVED	True	2020-06-12 14:54:21.751352	
D12_1	ARRIVED	True	2020-06-12 14:54:22.266074	
D12_2	DEPARTED	False	2020-06-12 14:57:44.384235	
D12_1	ARRIVED	True	2020-06-12 15:02:48.405957	
D12_1	ARRIVED	True	2020-06-12 15:03:42.551450	
D12_1	ARRIVED	True	2020-06-12 15:46:07.727983	
D12_2	ARRIVED	True	2020-06-12 15:46:08.202291	
D12_1	ARRIVED	True	2020-06-12 15:52:16.844260	
D12_2	ARRIVED	True	2020-06-12 15:52:17.449723	
D12_2	ARRIVED	True	2020-06-12 15:58:16.480150	
D12_1	ARRIVED	True	2020-06-12 15:58:17.328840	
D12_2	ARRIVED	True	2020-06-12 16:00:36.766563	
D12_1	ARRIVED	True	2020-06-12 16:00:37.286406	
D12_2	ARRIVED	True	2020-06-12 16:01:32.586829	
D12_1	ARRIVED	True	2020-06-12 16:01:33.026739	
D12_1	ARRIVED	True	2020-06-12 16:03:13.135041	
D12_2	ARRIVED	True	2020-06-12 16:03:13.640348	
D12_1	ARRIVED	True	2020-06-12 16:03:46.111478	
D12_2	ARRIVED	True	2020-06-12 16:03:46.586549	
D12_1	ARRIVED	True	2020-06-12 16:04:42.611466	
D12_2	ARRIVED	True	2020-06-12 16:04:43.408799	
D12_2	ARRIVED	True	2020-06-12 16:05:57.825644	
D12_1	ARRIVED	True	2020-06-12 16:05:58.583479	
D12_1	DEPARTED	True	2020-06-15 14:49:29.202517	
D12_1	DEPARTED	True	2020-06-15 15:29:02.676143	
D12_1	ARRIVED	True	2020-06-15 15:30:02.017218	
D12_2	DEPARTED	True	2020-06-15 15:30:32.162155	
D12_2	ARRIVED	True	2020-06-15 15:31:36.282337	
D12_1	DEPARTED	True	2020-06-16 10:36:03.402415	
D12_1	ARRIVED	True	2020-06-16 10:38:03.693555	
D12_1	DEPARTED	False	2020-06-16 10:46:00.776715	
D12_1	ARRIVED	True	2020-06-16 10:47:01.031154	
D12_2	DEPARTED	False	2020-06-17 11:16:41.527249	
D12_2	DEPARTED	False	2020-06-18 13:29:39.056707	
D12_1	DEPARTED	True	2020-06-25 15:08:41.181157	
D12_1	ARRIVED	True	2020-06-25 15:10:55.494629	
D12_2	ARRIVED	False	2020-06-25 15:12:01.474441	
D12_1	DEPARTED	True	2020-06-25 15:11:59.891454	
D12_2	DEPARTED	False	2020-06-25 15:15:14.915072	
D12_1	ARRIVED	True	2020-06-25 15:15:44.189716	
D12_1	DEPARTED	True	2020-06-25 15:16:03.131706	
D12_2	ARRIVED	False	2020-06-25 15:16:04.295866	
D12_2	DEPARTED	False	2020-06-25 15:17:29.260368	
D12_1	ARRIVED	True	2020-06-25 15:17:32.983609	
D12_1	DEPARTED	True	2020-06-25 15:18:41.162452	
D12_1	ARRIVED	True	2020-06-25 15:19:04.395880	
D12_1	DEPARTED	False	2020-06-29 13:22:32.779693	
D12_1	ARRIVED	True	2020-06-29 13:37:35.581629	
D12_1	DEPARTED	True	2020-06-29 13:37:50.607482	
D12_1	ARRIVED	False	2020-06-29 13:43:26.663086	
D12_1	DEPARTED	False	2020-06-29 13:45:45.743469	
D12_2	DEPARTED	False	2020-06-29 14:04:30.830349	
D12_1	ARRIVED	True	2020-06-29 14:14:25.580567	
D12_1	DEPARTED	False	2020-06-29 14:15:29.434635	
D12_1	ARRIVED	True	2020-06-29 14:16:21.038163	
D12_2	ARRIVED	True	2020-06-29 14:20:42.757481	
D12_1	DEPARTED	False	2020-06-29 14:25:20.856878	
D12_1	ARRIVED	True	2020-06-29 14:39:23.325047	
D12_2	DEPARTED	False	2020-06-29 14:39:24.306229	
D12_2	ARRIVED	True	2020-06-29 14:49:17.904743	
D12_2	DEPARTED	False	2020-06-29 14:54:53.596965	
D12_1	DEPARTED	False	2020-06-29 15:49:48.074439	
D12_1	ARRIVED	True	2020-06-29 16:15:26.418437	
D12_1	DEPARTED	False	2020-06-29 16:15:52.995579	
D12_1	ARRIVED	True	2020-06-29 16:18:36.675862	
D12_1	DEPARTED	False	2020-06-29 16:19:10.435771	
D12_1	ARRIVED	True	2020-07-15 05:40:55.052484	
D12_1	DEPARTED	False	2020-07-15 05:43:29.816366	
D12_1	ARRIVED	True	2020-07-15 05:44:49.676101	
D12_1	DEPARTED	False	2020-07-15 05:45:47.143707	
D12_1	DEPARTED	False	2020-07-15 09:12:59.892512	
D12_2	DEPARTED	False	2020-07-15 09:13:24.843324	
D12_1	ARRIVED	True	2020-07-15 09:13:29.071175	
D12_2	ARRIVED	True	2020-07-15 09:19:13.737081	
hi	hi	hi	D12_1	ARRIVED	True	2020-07-17 05:41:02.928600	
D12_2	ARRIVED	True	2020-07-17 07:14:49.694848	
D12_2	DEPARTED	False	2020-07-17 07:15:09.509976	
D12_2	ARRIVED	True	2020-07-17 07:15:33.834851	
D12_2	DEPARTED	False	2020-07-17 07:17:13.999805	
D12_1	ARRIVED	True	2020-07-17 07:35:20.893223	
D12_1	DEPARTED	False	2020-07-17 07:39:19.630414	
D12_2	DEPARTED	False	2020-07-17 07:48:43.938104	
D12_2	ARRIVED	True	2020-07-17 07:49:09.741583	
D12_2	DEPARTED	False	2020-07-17 07:49:57.331292	
D12_2	ARRIVED	True	2020-07-17 07:50:06.957049	
D12_2	DEPARTED	False	2020-07-17 07:52:04.273679	
D12_1	ARRIVED	True	2020-07-17 08:30:05.740454	
D12_2	ARRIVED	True	2020-07-17 08:39:56.532974	
D12_1	DEPARTED	False	2020-07-17 08:40:29.292344	
D12_2	DEPARTED	False	2020-07-17 08:46:35.134205	
D12_1	ARRIVED	True	2020-07-17 08:55:54.926233	
D12_2	ARRIVED	True	2020-07-17 08:59:26.209645	
D12_1	DEPARTED	False	2020-07-17 08:59:26.709150	
D12_2	DEPARTED	False	2020-07-17 08:59:37.162033	
D12_2	ARRIVED	True	2020-07-17 09:01:37.577236	
D12_2	DEPARTED	False	2020-07-17 09:06:20.143152	
D12_1	ARRIVED	True	2020-07-17 09:12:41.934230	
D12_1	DEPARTED	False	2020-07-17 09:25:31.028823	
D12_2	ARRIVED	True	2020-07-17 09:39:06.259838	
D12_2	DEPARTED	False	2020-07-17 09:42:17.006412	
D12_1	ARRIVED	True	2020-07-17 09:46:28.567890	
D12_1	DEPARTED	False	2020-07-20 01:04:07.621118	
D12_2	ARRIVED	True	2020-07-20 01:36:57.844662	
D12_1	ARRIVED	True	2020-07-20 01:38:22.384341	
D12_2	DEPARTED	False	2020-07-20 01:43:03.470199	
D12_1	DEPARTED	False	2020-07-20 01:48:13.791078	
D12_2	ARRIVED	True	2020-07-20 02:20:21.022933	
D12_1	ARRIVED	True	2020-07-20 02:22:24.829659	
D12_2	DEPARTED	False	2020-07-20 02:25:01.714788	
D12_1	DEPARTED	False	2020-07-20 02:29:10.468350	
D12_2	ARRIVED	True	2020-07-20 03:29:21.513289	
